Id,Domicilio,Transporte,TarjetasCredito,Edad,Sexo,Sueldo
1859,LimaModerna2,CAMIONETA RURAL,2,68,M,55475
1860,LimaModerna2,AUTOMOVIL,3,39,F,13743
1861,LimaModerna2,AUTOMOVIL,5,59,F,12030
1862,LimaModerna2,AUTOMOVIL,2,68,F,7779
1863,LimaModerna2,AUTOMOVIL,3,32,F,5300
1864,LimaModerna1,CAMIONETA RURAL,2,35,M,11212
1865,LimaModerna1,CAMIONETA RURAL,3,54,F,8761
1866,LimaModerna1,CAMIONETA RURAL,3,37,F,4419
1867,LimaModerna1,CAMIONETA RURAL,2,52,M,14263
1868,LimaModerna1,CAMIONETA RURAL,4,45,M,17593
1869,LimaModerna1,AUTOMOVIL,2,33,M,13500
1870,LimaModerna1,AUTOMOVIL,3,54,F,4310
1871,LimaModerna1,AUTOMOVIL,5,49,M,5477
1872,LimaModerna1,AUTOMOVIL,1,55,F,11629
1873,LimaModerna1,AUTOMOVIL,1,53,M,38200
1874,LimaModerna1,AUTOMOVIL,3,38,F,5268
1875,LimaModerna1,AUTOMOVIL,2,43,F,8248
1876,LimaModerna1,AUTOMOVIL,2,33,M,11492
1877,LimaModerna1,AUTOMOVIL,3,56,M,6499
1878,LimaModerna2,AUTOMOVIL,3,38,M,7500
1879,LimaModerna2,AUTOMOVIL,1,39,F,8400
1880,LimaCentro,CAMIONETA RURAL,5,40,M,3893
1881,LimaModerna1,AUTOMOVIL,2,36,M,3537
1882,LimaEste,AUTOMOVIL,3,30,F,2165
1883,LimaEste,AUTOMOVIL,6,33,M,1500
1884,LimaEste,AUTOMOVIL,3,31,M,3511
1885,LimaEste,CAMIONETA RURAL,3,35,M,17120
1886,LimaEste,AUTOMOVIL,1,37,M,17593
1887,LimaEste,AUTOMOVIL,7,32,M,7754
1888,LimaModerna2,CAMIONETA RURAL,3,51,M,7693
1889,LimaModerna1,CAMIONETA PICK UP,1,75,M,2538
1890,LimaEste,CAMIONETA RURAL,2,42,M,2500
1891,LimaModerna2,AUTOMOVIL,3,43,M,14053
1892,LimaCentro,AUTOMOVIL,7,51,M,4696
1893,Callao,AUTOMOVIL,3,53,M,3828
1894,Callao,AUTOMOVIL,4,34,M,3719
1895,Callao,AUTOMOVIL,2,59,M,8325
1896,Callao,AUTOMOVIL,4,55,M,6117
1897,LimaModerna1,CAMIONETA RURAL,3,56,M,5479
1898,LimaModerna1,CAMIONETA RURAL,3,34,F,1993
1899,LimaModerna1,CAMIONETA RURAL,4,41,F,5742
1900,LimaModerna1,AUTOMOVIL,3,62,M,6093
1901,LimaModerna1,AUTOMOVIL,3,37,F,2988
1902,LimaModerna1,AUTOMOVIL,3,30,M,4000
1903,LimaModerna1,AUTOMOVIL,2,47,M,13856
1904,LimaModerna2,AUTOMOVIL,4,42,M,4690
1905,LimaCentro,AUTOMOVIL,1,36,F,10280
1906,LimaCentro,CAMIONETA RURAL,5,53,M,16093
1907,LimaModerna1,AUTOMOVIL,2,49,M,5781
1908,LimaModerna1,AUTOMOVIL,3,58,F,6561
1909,LimaModerna1,AUTOMOVIL,3,58,F,6561
1910,LimaModerna1,AUTOMOVIL,3,79,M,21237
1911,LimaModerna1,AUTOMOVIL,3,79,M,21237
1912,LimaNorte,CAMIONETA RURAL,6,63,M,18093
1913,Callao,AUTOMOVIL,5,48,M,12004
1914,Callao,AUTOMOVIL,1,42,F,5237
1915,Callao,AUTOMOVIL,1,48,M,1276
1916,LimaModerna1,AUTOMOVIL,2,37,M,2473
1917,LimaModerna1,AUTOMOVIL,3,37,M,7593
1918,LimaEste,AUTOMOVIL,3,38,M,7275
1919,LimaEste,AUTOMOVIL,6,34,M,1325
1920,LimaEste,CAMIONETA RURAL,2,42,M,4800
1921,LimaEste,CAMIONETA RURAL,3,41,F,4454
1922,LimaEste,CAMIONETA RURAL,3,43,M,5271
1923,LimaModerna1,AUTOMOVIL,5,66,F,4623
1924,LimaModerna1,AUTOMOVIL,3,33,M,2950
1925,LimaModerna1,AUTOMOVIL,2,28,F,6250
1926,LimaModerna1,AUTOMOVIL,2,52,M,6894
1927,LimaModerna2,AUTOMOVIL,2,38,F,1657
1928,LimaModerna2,AUTOMOVIL,3,49,F,1093
1929,LimaModerna2,AUTOMOVIL,6,74,F,4539
1930,LimaModerna2,AUTOMOVIL,2,77,F,17093
1931,LimaModerna1,AUTOMOVIL,2,34,F,11580
1932,LimaModerna1,AUTOMOVIL,3,38,F,6093
1933,LimaModerna1,AUTOMOVIL,3,63,M,7944
1934,LimaModerna1,AUTOMOVIL,1,47,M,17979
1935,LimaModerna1,AUTOMOVIL,6,25,F,4200
1936,LimaModerna2,AUTOMOVIL,2,40,F,12693
1937,LimaModerna2,AUTOMOVIL,2,31,M,10093
1938,LimaModerna1,CAMIONETA RURAL,2,46,M,2093
1939,LimaModerna1,CAMIONETA RURAL,1,26,M,5297
1940,LimaModerna1,CAMIONETA RURAL,1,27,M,10467
1941,LimaModerna1,CAMIONETA RURAL,3,70,M,1094
1942,LimaModerna1,CAMIONETA RURAL,2,34,M,20678
1943,LimaModerna1,CAMIONETA RURAL,1,39,M,15093
1944,LimaModerna1,CAMIONETA RURAL,2,31,M,11300
1945,Callao,AUTOMOVIL,3,41,M,12093
1946,LimaModerna1,CAMIONETA RURAL,4,71,M,8005
1947,LimaModerna1,CAMIONETA RURAL,2,39,F,22327
1948,LimaModerna1,CAMIONETA RURAL,2,40,M,6363
1949,LimaModerna1,CAMIONETA RURAL,1,47,F,4200
1950,LimaModerna1,CAMIONETA RURAL,2,58,F,1873
1951,LimaModerna1,AUTOMOVIL,2,31,F,33178
1952,LimaModerna1,AUTOMOVIL,2,38,M,14741
1953,LimaModerna1,AUTOMOVIL,2,30,M,4000
1954,LimaModerna1,AUTOMOVIL,3,44,F,10694
1955,LimaCentro,AUTOMOVIL,2,60,M,19431
1956,LimaCentro,AUTOMOVIL,2,22,M,2387
1957,LimaCentro,AUTOMOVIL,3,64,M,4656
1958,LimaCentro,AUTOMOVIL,1,42,M,5267
1959,LimaModerna1,AUTOMOVIL,4,36,F,20493
1960,LimaModerna1,AUTOMOVIL,3,35,F,5900
1961,LimaModerna1,AUTOMOVIL,2,51,M,9424
1962,LimaModerna2,AUTOMOVIL,3,41,M,4935
1963,LimaModerna2,AUTOMOVIL,2,34,M,850
1964,LimaModerna2,AUTOMOVIL,4,29,M,2600
1965,LimaSur,AUTOMOVIL,2,48,F,7831
1966,LimaSur,AUTOMOVIL,2,38,M,930
1967,LimaModerna1,AUTOMOVIL,3,47,M,9093
1968,LimaModerna2,CAMIONETA RURAL,3,64,F,20000
1969,LimaModerna2,CAMIONETA RURAL,3,45,M,1578
1970,LimaModerna2,CAMIONETA RURAL,6,35,M,25788
1971,LimaModerna2,CAMIONETA RURAL,6,33,M,18693
1972,LimaModerna2,CAMIONETA RURAL,2,57,M,5487
1973,LimaModerna2,AUTOMOVIL,1,28,F,3533
1974,LimaModerna1,CAMIONETA RURAL,3,43,F,12938
1975,LimaModerna1,AUTOMOVIL,2,48,F,11000
1976,LimaModerna1,AUTOMOVIL,3,53,M,22069
1977,LimaModerna1,AUTOMOVIL,4,58,F,23950
1978,LimaModerna1,AUTOMOVIL,1,42,M,24617
1979,LimaModerna1,AUTOMOVIL,4,44,F,15093
1980,LimaModerna1,AUTOMOVIL,2,31,M,4500
1981,LimaModerna1,AUTOMOVIL,1,36,F,5259
1982,LimaModerna1,AUTOMOVIL,4,35,M,27813
1983,LimaModerna1,AUTOMOVIL,4,34,F,1773
1984,LimaModerna1,AUTOMOVIL,4,43,M,8154
1985,LimaModerna2,AUTOMOVIL,2,49,M,16543
1986,LimaModerna2,AUTOMOVIL,4,25,F,3299
1987,LimaModerna2,AUTOMOVIL,1,70,M,4518
1988,LimaSur,AUTOMOVIL,2,61,M,3000
1989,LimaSur,AUTOMOVIL,1,42,M,12108
1990,LimaSur,AUTOMOVIL,1,43,M,6393
1991,LimaSur,AUTOMOVIL,1,35,M,1295
1992,LimaModerna1,AUTOMOVIL,3,42,M,25718
1993,LimaModerna1,AUTOMOVIL,1,32,M,13193
1994,LimaModerna1,AUTOMOVIL,3,50,M,12995
1995,LimaEste,AUTOMOVIL,6,38,M,1200
1996,LimaEste,AUTOMOVIL,5,54,M,1900
1997,LimaEste,AUTOMOVIL,5,44,M,1023
1998,LimaEste,AUTOMOVIL,3,29,M,2246
1999,LimaEste,CAMIONETA RURAL,1,56,F,2005
2000,LimaEste,CAMIONETA RURAL,3,31,M,4293
2001,LimaEste,CAMIONETA RURAL,2,39,M,1309
2002,LimaCentro,AUTOMOVIL,1,35,M,930
2003,LimaEste,AUTOMOVIL,4,31,F,7645
2004,LimaEste,AUTOMOVIL,4,54,M,11836
2005,LimaEste,AUTOMOVIL,3,39,F,2446
2006,LimaModerna2,CAMIONETA RURAL,1,83,M,2650
2007,LimaModerna2,CAMIONETA RURAL,2,63,M,4082
2008,LimaModerna2,CAMIONETA RURAL,4,48,M,9593
2009,LimaEste,CAMIONETA RURAL,1,52,M,1023
2010,LimaModerna2,AUTOMOVIL,6,35,M,2611
2011,LimaModerna2,AUTOMOVIL,1,50,M,8029
2012,LimaModerna1,CAMIONETA RURAL,3,74,M,35650
2013,LimaModerna1,CAMIONETA RURAL,2,40,F,5500
2014,LimaModerna1,CAMIONETA RURAL,2,59,M,8467
2015,LimaModerna1,CAMIONETA RURAL,3,74,M,35650
2016,LimaModerna1,AUTOMOVIL,1,42,F,5068
2017,LimaModerna1,AUTOMOVIL,5,50,F,10000
2018,LimaModerna1,AUTOMOVIL,4,43,F,5416
2019,LimaModerna1,AUTOMOVIL,4,43,F,5416
2020,LimaModerna2,AUTOMOVIL,6,58,M,4064
2021,LimaCentro,AUTOMOVIL,3,34,M,1926
2022,LimaModerna1,AUTOMOVIL,1,35,M,930
2023,LimaModerna1,AUTOMOVIL,2,35,M,2000
2024,LimaModerna1,AUTOMOVIL,2,59,F,930
2025,LimaNorte,CAMIONETA RURAL,2,53,M,9316
2026,LimaNorte,CAMIONETA RURAL,2,32,F,13441
2027,LimaNorte,CAMIONETA RURAL,4,42,F,2093
2028,LimaNorte,CAMIONETA RURAL,2,46,M,2000
2029,Callao,AUTOMOVIL,4,54,M,2179
2030,LimaModerna1,AUTOMOVIL,4,66,F,5514
2031,LimaModerna1,AUTOMOVIL,4,57,M,4350
2032,LimaModerna1,AUTOMOVIL,2,63,F,1471
2033,LimaModerna1,CAMIONETA RURAL,5,36,F,14293
2034,LimaModerna1,CAMIONETA RURAL,2,43,M,930
2035,LimaEste,CAMIONETA RURAL,2,41,M,2593
2036,LimaEste,CAMIONETA RURAL,4,55,M,7474
2037,LimaEste,CAMIONETA RURAL,3,66,M,1800
2038,LimaModerna1,AUTOMOVIL,1,66,M,3071
2039,LimaModerna1,AUTOMOVIL,1,69,M,4176
2040,LimaModerna1,AUTOMOVIL,2,46,M,14994
2041,LimaModerna1,AUTOMOVIL,2,46,M,3500
2042,LimaModerna1,AUTOMOVIL,3,30,F,3600
2043,LimaModerna1,AUTOMOVIL,2,38,M,7265
2044,LimaModerna1,AUTOMOVIL,1,71,M,5500
2045,LimaModerna2,AUTOMOVIL,2,45,M,2757
2046,LimaModerna1,AUTOMOVIL,2,48,M,8051
2047,LimaModerna2,AUTOMOVIL,1,62,M,25739
2048,LimaModerna2,AUTOMOVIL,3,40,M,7593
2049,LimaModerna2,AUTOMOVIL,5,42,M,13357
2050,LimaModerna2,AUTOMOVIL,7,52,M,2329
2051,LimaModerna1,CAMIONETA RURAL,3,54,F,27061
2052,LimaModerna1,CAMIONETA RURAL,3,50,M,930
2053,LimaModerna1,CAMIONETA RURAL,6,49,F,43650
2054,LimaModerna1,CAMIONETA RURAL,6,49,F,43650
2055,LimaModerna1,CAMIONETA RURAL,2,74,M,8312
2056,LimaModerna1,AUTOMOVIL,3,55,M,3985
2057,LimaModerna1,AUTOMOVIL,3,45,M,35514
2058,LimaModerna1,AUTOMOVIL,4,57,M,24131
2059,LimaModerna1,AUTOMOVIL,1,53,M,6000
2060,LimaCentro,AUTOMOVIL,5,36,M,1200
2061,LimaCentro,AUTOMOVIL,2,59,M,12800
2062,LimaCentro,AUTOMOVIL,5,59,M,7390
2063,LimaCentro,AUTOMOVIL,3,31,M,20000
2064,LimaModerna1,AUTOMOVIL,5,61,M,8093
2065,LimaModerna1,AUTOMOVIL,1,32,M,8593
2066,LimaModerna1,AUTOMOVIL,3,31,F,6204
2067,LimaModerna1,AUTOMOVIL,3,44,M,1163
2068,LimaModerna2,AUTOMOVIL,5,31,F,1200
2069,LimaModerna2,AUTOMOVIL,5,30,F,5500
2070,LimaModerna1,CAMIONETA RURAL,2,34,M,1782
2071,LimaModerna1,CAMIONETA RURAL,4,40,M,1023
2072,LimaModerna1,CAMIONETA RURAL,2,34,M,1782
2073,LimaModerna1,AUTOMOVIL,1,75,F,3953
2074,LimaModerna2,CAMIONETA RURAL,3,41,M,930
2075,LimaModerna2,CAMIONETA RURAL,4,37,M,4103
2076,LimaModerna1,AUTOMOVIL,2,35,M,6300
2077,LimaModerna2,AUTOMOVIL,5,41,M,10093
2078,LimaModerna2,AUTOMOVIL,3,59,F,2091
2079,LimaModerna2,AUTOMOVIL,1,30,F,10000
2080,LimaModerna2,AUTOMOVIL,1,52,M,100626
2081,LimaModerna2,AUTOMOVIL,5,33,F,18619
2082,LimaSur,AUTOMOVIL,1,34,M,8093
2083,LimaCentro,AUTOMOVIL,2,24,M,1151
2084,LimaModerna1,AUTOMOVIL,1,46,M,31573
2085,LimaModerna1,AUTOMOVIL,3,55,M,21394
2086,Callao,CAMIONETA RURAL,3,50,M,1023
2087,Callao,STATION WAGON,4,64,M,930
2088,LimaEste,CAMIONETA RURAL,1,49,M,9093
2089,LimaCentro,AUTOMOVIL,2,46,M,4290
2090,LimaCentro,AUTOMOVIL,3,49,M,6620
2091,LimaModerna2,CAMIONETA RURAL,2,73,M,9352
2092,LimaModerna2,CAMIONETA RURAL,2,73,M,9352
2093,LimaModerna2,CAMIONETA RURAL,3,36,M,21635
2094,LimaEste,AUTOMOVIL,2,37,M,4200
2095,LimaEste,AUTOMOVIL,2,28,M,2235
2096,LimaEste,AUTOMOVIL,5,37,M,3995
2097,LimaModerna2,CAMIONETA RURAL,3,66,M,2930
2098,LimaModerna2,CAMIONETA RURAL,2,38,M,15104
2099,LimaModerna2,CAMIONETA RURAL,4,79,M,757
2100,LimaCentro,CAMIONETA RURAL,3,78,M,2489
2101,LimaModerna1,CAMIONETA PICK UP,1,42,F,930
2102,LimaEste,CAMIONETA RURAL,4,57,F,1365
2103,LimaEste,CAMIONETA RURAL,7,51,M,6892
2104,LimaEste,CAMIONETA RURAL,2,46,M,3669
2105,LimaModerna2,AUTOMOVIL,2,34,F,4282
2106,LimaCentro,AUTOMOVIL,3,29,M,3408
2107,LimaCentro,AUTOMOVIL,4,39,M,4393
2108,LimaCentro,AUTOMOVIL,2,32,M,2599
2109,Callao,AUTOMOVIL,5,49,M,2910
2110,Callao,AUTOMOVIL,4,56,F,15600
2111,Callao,AUTOMOVIL,2,53,M,2184
2112,LimaModerna1,CAMIONETA RURAL,3,36,M,9369
2113,LimaModerna1,CAMIONETA RURAL,3,51,M,5268
2114,LimaModerna1,CAMIONETA RURAL,2,30,M,13627
2115,LimaModerna1,AUTOMOVIL,4,43,F,5416
2116,LimaCentro,AUTOMOVIL,4,56,M,3851
2117,LimaCentro,AUTOMOVIL,2,53,M,3500
2118,LimaModerna1,AUTOMOVIL,5,42,M,7093
2119,Callao,AUTOMOVIL,1,32,M,10527
2120,Callao,AUTOMOVIL,2,32,M,6759
2121,LimaModerna1,AUTOMOVIL,4,72,M,1615
2122,LimaModerna1,AUTOMOVIL,4,50,M,17768
2123,LimaModerna1,CAMIONETA RURAL,6,38,F,4093
2124,LimaModerna1,CAMIONETA RURAL,6,49,M,23817
2125,LimaModerna1,CAMIONETA RURAL,3,41,M,31616
2126,LimaModerna1,CAMIONETA RURAL,4,44,F,47926
2127,LimaEste,CAMIONETA RURAL,4,43,M,8593
2128,LimaEste,CAMIONETA RURAL,2,42,F,2760
2129,LimaModerna2,AUTOMOVIL,4,35,M,3543
2130,LimaModerna2,AUTOMOVIL,5,41,F,3490
2131,LimaModerna1,AUTOMOVIL,2,38,F,4115
2132,LimaModerna1,AUTOMOVIL,2,35,M,4586
2133,LimaModerna2,AUTOMOVIL,3,59,M,14893
2134,LimaModerna1,CAMIONETA RURAL,3,30,F,10300
2135,LimaModerna1,CAMIONETA RURAL,3,36,F,45488
2136,LimaModerna1,CAMIONETA RURAL,3,36,F,45488
2137,LimaModerna1,CAMIONETA PICK UP,5,36,M,4863
2138,LimaModerna1,AUTOMOVIL,1,48,M,221004
2139,LimaModerna1,AUTOMOVIL,3,37,F,930
2140,LimaCentro,AUTOMOVIL,1,40,M,12663
2141,LimaModerna1,AUTOMOVIL,3,61,M,472717
2142,LimaModerna1,AUTOMOVIL,3,35,M,7800
2143,LimaModerna1,AUTOMOVIL,5,35,M,8493
2144,LimaModerna2,AUTOMOVIL,2,40,F,3465
2145,LimaModerna2,AUTOMOVIL,2,28,M,3733
2146,LimaModerna1,AUTOMOVIL,1,48,M,3593
2147,LimaModerna1,AUTOMOVIL,5,44,M,2525
2148,LimaModerna1,AUTOMOVIL,1,39,M,1417
2149,LimaModerna2,CAMIONETA RURAL,3,42,M,5000
2150,LimaModerna2,CAMIONETA RURAL,5,64,M,2100
2151,LimaModerna1,CAMIONETA RURAL,4,41,M,18615
2152,LimaModerna1,AUTOMOVIL,1,42,M,24617
2153,LimaModerna1,AUTOMOVIL,2,33,M,25900
2154,LimaModerna1,AUTOMOVIL,3,38,M,24093
2155,LimaModerna2,CAMIONETA RURAL,2,53,M,3478
2156,LimaModerna2,CAMIONETA RURAL,5,42,M,10398
2157,LimaModerna2,CAMIONETA RURAL,6,52,M,3005
2158,LimaModerna2,CAMIONETA RURAL,2,34,F,6124
2159,LimaModerna1,AUTOMOVIL,2,27,F,7950
2160,LimaModerna1,AUTOMOVIL,2,34,M,5854
2161,LimaModerna1,AUTOMOVIL,2,36,M,9593
2162,LimaModerna1,AUTOMOVIL,3,41,F,11763
2163,LimaModerna1,AUTOMOVIL,2,26,F,4500
2164,LimaModerna2,AUTOMOVIL,5,40,F,12523
2165,LimaModerna2,AUTOMOVIL,1,22,F,1011
2166,LimaModerna2,AUTOMOVIL,5,40,F,13911
2167,Callao,CAMIONETA RURAL,3,38,M,7087
2168,Callao,CAMIONETA RURAL,3,38,M,7087
2169,LimaModerna1,AUTOMOVIL,2,37,F,9443
2170,LimaModerna1,AUTOMOVIL,3,55,M,21394
2171,LimaModerna1,AUTOMOVIL,4,27,F,4552
2172,LimaModerna1,AUTOMOVIL,4,35,F,12193
2173,LimaModerna1,AUTOMOVIL,3,64,M,5619
2174,Callao,CAMIONETA RURAL,2,27,M,2525
2175,Callao,CAMIONETA RURAL,5,43,F,930
2176,Callao,STATION WAGON,3,31,F,2176
2177,LimaEste,AUTOMOVIL,2,48,M,3000
2178,LimaEste,AUTOMOVIL,3,53,M,6170
2179,LimaEste,AUTOMOVIL,6,30,F,4677
2180,LimaEste,CAMIONETA RURAL,3,55,M,3728
2181,LimaEste,CAMIONETA RURAL,4,45,M,4980
2182,LimaEste,CAMIONETA RURAL,1,52,M,13085
2183,LimaModerna2,CAMIONETA RURAL,3,41,F,6695
2184,LimaModerna2,CAMIONETA RURAL,5,50,F,6967
2185,LimaModerna2,CAMIONETA RURAL,3,49,M,2160
2186,LimaEste,AUTOMOVIL,3,28,M,1500
2187,LimaEste,AUTOMOVIL,3,65,F,1706
2188,LimaEste,AUTOMOVIL,3,65,F,1706
2189,LimaEste,AUTOMOVIL,3,32,F,8500
2190,LimaEste,AUTOMOVIL,3,32,F,8500
2191,LimaEste,AUTOMOVIL,4,60,F,1170
2192,LimaEste,AUTOMOVIL,2,31,M,2500
2193,LimaEste,AUTOMOVIL,3,41,F,12227
2194,LimaEste,AUTOMOVIL,4,45,F,3182
2195,LimaModerna2,CAMIONETA RURAL,2,45,M,5061
2196,LimaModerna2,CAMIONETA RURAL,1,53,M,5052
2197,LimaModerna2,CAMIONETA RURAL,1,46,M,8715
2198,LimaCentro,CAMIONETA RURAL,4,52,F,25503
2199,LimaCentro,CAMIONETA RURAL,3,53,M,12250
2200,LimaCentro,CAMIONETA RURAL,5,63,M,930
2201,LimaModerna2,AUTOMOVIL,4,54,F,1470
2202,LimaModerna2,AUTOMOVIL,4,54,F,1470
2203,LimaCentro,AUTOMOVIL,3,32,M,3712
2204,Callao,AUTOMOVIL,4,31,M,6794
2205,Callao,AUTOMOVIL,4,57,M,12006
2206,Callao,AUTOMOVIL,3,39,F,3348
2207,LimaModerna1,CAMIONETA RURAL,3,30,M,5171
2208,LimaModerna1,CAMIONETA RURAL,3,31,M,2141
2209,LimaModerna1,CAMIONETA RURAL,3,31,M,2141
2210,LimaModerna1,CAMIONETA RURAL,5,50,M,4418
2211,LimaModerna1,AUTOMOVIL,3,33,M,5500
2212,LimaCentro,AUTOMOVIL,4,40,F,1365
2213,LimaCentro,AUTOMOVIL,2,45,M,2353
2214,LimaNorte,CAMIONETA RURAL,1,35,M,5359
2215,LimaNorte,CAMIONETA RURAL,4,39,M,13000
2216,Callao,AUTOMOVIL,1,34,M,770
2217,Callao,AUTOMOVIL,2,37,M,930
2218,Callao,AUTOMOVIL,2,47,M,2093
2219,LimaEste,AUTOMOVIL,2,35,M,5404
2220,LimaEste,AUTOMOVIL,2,36,M,3990
2221,LimaModerna1,CAMIONETA RURAL,3,50,M,47063
2222,LimaModerna1,CAMIONETA RURAL,6,60,M,10112
2223,LimaModerna1,CAMIONETA RURAL,3,35,F,38512
2224,LimaModerna1,CAMIONETA RURAL,3,40,M,7008
2225,LimaEste,CAMIONETA RURAL,1,31,M,9363
2226,LimaModerna1,AUTOMOVIL,4,55,M,4894
2227,LimaModerna1,AUTOMOVIL,3,44,M,1000
2228,LimaModerna1,AUTOMOVIL,3,57,M,9000
2229,LimaModerna1,AUTOMOVIL,3,59,M,92218
2230,LimaModerna1,AUTOMOVIL,2,39,F,9793
2231,LimaModerna2,AUTOMOVIL,5,36,F,9093
2232,LimaModerna1,CAMIONETA RURAL,2,79,M,3808
2233,LimaModerna1,CAMIONETA RURAL,3,44,F,8386
2234,LimaModerna1,CAMIONETA RURAL,2,54,M,8000
2235,LimaModerna1,CAMIONETA RURAL,2,39,F,7000
2236,LimaModerna2,AUTOMOVIL,2,38,F,12873
2237,LimaModerna2,AUTOMOVIL,5,42,F,2700
2238,LimaModerna1,CAMIONETA RURAL,2,46,F,4093
2239,LimaModerna1,CAMIONETA RURAL,2,73,M,1186
2240,LimaModerna1,CAMIONETA RURAL,4,71,F,1949
2241,LimaModerna1,CAMIONETA RURAL,1,33,M,2000
2242,LimaModerna1,CAMIONETA RURAL,3,28,F,3500
2243,LimaModerna1,CAMIONETA RURAL,3,29,F,5000
2244,LimaModerna1,CAMIONETA PICK UP,4,43,M,930
2245,LimaModerna1,AUTOMOVIL,1,41,M,2000
2246,LimaModerna1,CAMIONETA RURAL,2,48,M,2500
2247,LimaModerna1,CAMIONETA RURAL,2,42,M,9600
2248,LimaCentro,AUTOMOVIL,5,68,F,2519
2249,LimaCentro,AUTOMOVIL,2,49,F,850
2250,LimaCentro,AUTOMOVIL,3,52,M,17561
2251,LimaCentro,AUTOMOVIL,2,38,M,3362
2252,LimaModerna1,AUTOMOVIL,3,41,M,12293
2253,LimaModerna1,AUTOMOVIL,2,41,M,3240
2254,LimaModerna1,AUTOMOVIL,2,72,M,1161
2255,LimaModerna2,AUTOMOVIL,3,35,M,7233
2256,LimaModerna2,AUTOMOVIL,2,42,M,2300
2257,LimaModerna1,AUTOMOVIL,1,61,M,19118
2258,LimaModerna1,AUTOMOVIL,2,69,M,3318
2259,LimaModerna1,AUTOMOVIL,3,74,M,1164
2260,LimaModerna1,AUTOMOVIL,1,27,M,9225
2261,LimaModerna2,CAMIONETA RURAL,4,47,M,30157
2262,LimaEste,AUTOMOVIL,3,34,M,24580
2263,Callao,CAMIONETA RURAL,2,39,M,2293
2264,LimaModerna1,AUTOMOVIL,2,39,M,1793
2265,LimaModerna1,AUTOMOVIL,1,37,F,8000
2266,LimaModerna1,AUTOMOVIL,3,60,F,6100
2267,LimaModerna2,CAMIONETA RURAL,1,47,M,14000
2268,LimaModerna2,CAMIONETA RURAL,3,36,F,9389
2269,LimaModerna2,CAMIONETA RURAL,3,25,M,4435
2270,LimaModerna1,AUTOMOVIL,3,55,M,28340
2271,LimaModerna1,AUTOMOVIL,4,48,M,2263
2272,LimaModerna2,AUTOMOVIL,1,30,M,10549
2273,LimaSur,AUTOMOVIL,4,42,M,2428
2274,LimaModerna1,AUTOMOVIL,6,49,M,22093
2275,LimaModerna1,AUTOMOVIL,2,37,F,7693
2276,LimaCentro,CAMIONETA RURAL,2,50,M,2805
2277,LimaEste,CAMIONETA RURAL,2,44,M,15500
2278,LimaEste,CAMIONETA RURAL,2,44,M,3792
2279,LimaEste,CAMIONETA RURAL,1,29,M,755
2280,LimaModerna2,CAMIONETA RURAL,5,54,M,20068
2281,LimaEste,AUTOMOVIL,2,28,M,3000
2282,LimaEste,AUTOMOVIL,2,28,M,6400
2283,LimaEste,AUTOMOVIL,3,42,M,3218
2284,LimaEste,AUTOMOVIL,3,41,M,4695
2285,LimaCentro,CAMIONETA RURAL,1,43,M,4027
2286,LimaCentro,CAMIONETA RURAL,2,50,M,11629
2287,Callao,AUTOMOVIL,1,43,M,9602
2288,Callao,AUTOMOVIL,1,39,M,2125
2289,Callao,AUTOMOVIL,2,43,M,1243
2290,LimaModerna2,AUTOMOVIL,1,53,M,2593
2291,LimaModerna2,AUTOMOVIL,1,41,M,3685
2292,LimaModerna2,AUTOMOVIL,3,46,M,1600
2293,Callao,AUTOMOVIL,3,36,M,4501
2294,Callao,AUTOMOVIL,2,25,M,1409
2295,Callao,AUTOMOVIL,1,32,M,3363
2296,Callao,AUTOMOVIL,4,39,M,25212
2297,Callao,AUTOMOVIL,2,42,F,8743
2298,LimaModerna1,CAMIONETA RURAL,2,51,M,2500
2299,LimaModerna1,CAMIONETA RURAL,2,59,M,12773
2300,LimaModerna1,AUTOMOVIL,1,38,F,5093
2301,LimaModerna1,AUTOMOVIL,4,49,F,1405
2302,LimaCentro,AUTOMOVIL,4,46,M,1500
2303,LimaCentro,AUTOMOVIL,4,42,M,5178
2304,LimaModerna1,AUTOMOVIL,2,33,M,2593
2305,LimaNorte,CAMIONETA RURAL,6,49,M,2360
2306,Callao,AUTOMOVIL,1,37,M,2633
2307,Callao,AUTOMOVIL,4,44,M,6100
2308,Callao,AUTOMOVIL,3,32,M,2542
2309,Callao,AUTOMOVIL,6,43,F,2489
2310,LimaModerna1,AUTOMOVIL,2,58,M,4943
2311,LimaModerna1,CAMIONETA RURAL,3,78,M,1039
2312,LimaModerna1,CAMIONETA RURAL,2,35,F,18147
2313,LimaEste,CAMIONETA RURAL,3,29,M,3053
2314,LimaSur,CAMIONETA PICK UP,6,30,M,3593
2315,LimaModerna1,AUTOMOVIL,4,39,F,7574
2316,LimaModerna1,AUTOMOVIL,3,34,M,4851
2317,LimaModerna1,AUTOMOVIL,5,52,M,59493
2318,LimaModerna1,AUTOMOVIL,4,76,M,1424
2319,LimaModerna1,AUTOMOVIL,6,61,F,23530
2320,LimaModerna1,CAMIONETA RURAL,2,68,M,3650
2321,LimaModerna1,CAMIONETA RURAL,1,38,M,34755
2322,LimaModerna1,CAMIONETA RURAL,2,34,M,930
2323,LimaModerna1,CAMIONETA RURAL,3,57,F,3539
2324,LimaModerna1,CAMIONETA RURAL,3,71,M,3930
